"Name","SI","Handles","VM","WS","PM","NPM","Path","CommandLine","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","ProcessName","MainWindowHandle","MainWindowTitle","Responding","Site","Container"
"msedgewebview2","1","536","2363158536192","58327040","55648256","26320","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\153.0.4234.48\msedgewebview2.exe","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\153.0.4234.48\msedgewebview2.exe"" --type=gpu-process --noerrdialogs --user-data-dir=""C:\Users\david\AppData\LocalLow\Microsoft\PowerToys\MonacoPreview-Temp\EBWebView"" --webview-exe-name=PowerToys.MonacoPreviewHandler.exe --webview-exe-version=0.100.0.0 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --gpu-preferences=WAAAAAAAAADgAAAEAAAAAAAAAAAAAGAAQAAAAAAAAAADAAAAAAAAADgAAAAAAAAAAAAAAAAAAAACAAAAAAAAAAAAAAAAAAAAKAAAAAAAAAAoAAAAAAAAAAgAAAAAAAAAEAAAAAIAAAABAAAAAAAAAAgAAAAAAAAACAAAAAAAAAA= --startup-read-main-dll --metrics-shmem-handle=1788,i,17663550453642128343,12584773867718675525,262144 --field-trial-handle=1844,i,1070468248223046462,15197820389670596781,262144 --variations-seed-version --pseudonymization-salt-handle=1880,i,11386268558409331127,2275282745712914006,4 --trace-process-track-uuid=3190708988185955192 --mojo-platform-channel-handle=1836 /prefetch:2 /pfhostedapp:318dc454b39039fd280c529a9621236c76d0d13a","System.Diagnostics.Process (msedgewebview2)","Microsoft Corporation","5,515625","153.0.4234.48","153.0.4234.48","Microsoft Edge WebView2","Microsoft Edge WebView2","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6576","10",,"False","23/09/2026 11:09:28",,"32512",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","26320","26320","55648256","55648256","1234072","1234072","78348288","78348288","95727616","95727616","2363178221568","946208768","True","AboveNormal","55648256","55648256","4095","1",,"System.Diagnostics.ProcessThreadCollection","536","2363158536192","926523392","False",,,,"58327040","58327040",,"System.Diagnostics.ProcessModule (msedgewebview2.exe)","00:00:01.8750000","00:00:05.5156250","00:00:03.6406250","msedgewebview2","0","","True",,
"msedgewebview2","1","1286","3887818555392","933007360","1184129024","171008","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\153.0.4234.32\msedgewebview2.exe","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\153.0.4234.32\msedgewebview2.exe"" --type=renderer --noerrdialogs --user-data-dir=""C:\Users\david\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView"" --webview-exe-name=ms-teams.exe --webview-exe-version=26225.1806.5074.1452 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --autoplay-policy=no-user-gesture-required --disable-background-timer-throttling --enable-blink-features=IndexedDbGetAllRecords --video-capture-use-gpu-memory-buffer --lang=fr --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=6 --js-flags=""--stack-trace-limit=50 --ms-user-locale=fr-FR"" --launch-time-ticks=21176011749 --skip-read-main-dll --metrics-shmem-handle=4864,i,8861369158666129059,16438799974014102671,1048576 --field-trial-handle=1884,i,5013406826250069030,14542893194802356151,262144 --enable-features=AutofillReplaceCachedWebElementsByRendererIds,DocumentPolicyIncludeJSCallStacksInCrashReports,PartitionedCookies,PreferredAudioOutputDevices,SharedArrayBuffer,ThirdPartyStoragePartitioning,msAbydos,msAbydosGestureSupport,msAbydosHandwritingAttr,msPageInteractionManagerWebview2,msSingleSignOnOSForPrimaryAccountIsShared,msWebView2EnableDraggableRegions,msWebView2GranularProcessFailedReason,msWebView2SetUserAgentOverrideOnIframes,msWebView2TerminateServiceWorkerWhenIdleIgnoringCdpSessions,msWebView2TextureStream --disable-features=BlockCrossPartitionBlobUrlFetching,BreakoutBoxPreferCaptureTimestampInVideoFrames,UseTerminationStatusMemoryExhaustion,msEnhancedTrackingPreventionEnabled,msWebOOUI --variations-seed-version --pseudonymization-salt-handle=1920,i,2587057551334261761,10874569672711866501,4 --trace-process-track-uuid=3190708991934122588 --mojo-platform-channel-handle=4868 /pfhostedapp:48e0f1a76e12e0890142e42a1f05deae6643afb3 /prefetch:1","System.Diagnostics.Process (msedgewebview2)","Microsoft Corporation","8826,625","153.0.4234.32","153.0.4234.32","Microsoft Edge WebView2","Microsoft Edge WebView2","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5412","8",,"False","18/09/2026 14:30:31",,"32572",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","171008","171008","1184129024","1184129024","3176120","3176120","1440325632","1440325632","1507770368","1507770368","3889848598528","-1391771648","True","Normal","1184129024","1184129024","4095","1",,"System.Diagnostics.ProcessThreadCollection","1286","3887818555392","873152512","False",,,,"933007360","933007360",,"System.Diagnostics.ProcessModule (msedgewebview2.exe)","00:12:08.2500000","02:27:06.6250000","02:14:58.3750000","msedgewebview2","0","","True",,
"msedgewebview2","1","515","2362993197056","32374784","21622784","32792","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\153.0.4234.32\msedgewebview2.exe","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\153.0.4234.32\msedgewebview2.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=fr --service-sandbox-type=none --noerrdialogs --user-data-dir=""C:\Users\david\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView"" --webview-exe-name=ms-teams.exe --webview-exe-version=26225.1806.5074.1452 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --startup-read-main-dll --metrics-shmem-handle=2160,i,18268838178639790656,13833524469719109840,524288 --field-trial-handle=1884,i,5013406826250069030,14542893194802356151,262144 --enable-features=AutofillReplaceCachedWebElementsByRendererIds,DocumentPolicyIncludeJSCallStacksInCrashReports,PartitionedCookies,PreferredAudioOutputDevices,SharedArrayBuffer,ThirdPartyStoragePartitioning,msAbydos,msAbydosGestureSupport,msAbydosHandwritingAttr,msPageInteractionManagerWebview2,msSingleSignOnOSForPrimaryAccountIsShared,msWebView2EnableDraggableRegions,msWebView2GranularProcessFailedReason,msWebView2SetUserAgentOverrideOnIframes,msWebView2TerminateServiceWorkerWhenIdleIgnoringCdpSessions,msWebView2TextureStream --disable-features=BlockCrossPartitionBlobUrlFetching,BreakoutBoxPreferCaptureTimestampInVideoFrames,UseTerminationStatusMemoryExhaustion,msEnhancedTrackingPreventionEnabled,msWebOOUI --variations-seed-version --pseudonymization-salt-handle=1920,i,2587057551334261761,10874569672711866501,4 --trace-process-track-uuid=3190708989122997041 --mojo-platform-channel-handle=2168 /prefetch:11 /pfhostedapp:48e0f1a76e12e0890142e42a1f05deae6643afb3","System.Diagnostics.Process (msedgewebview2)","Microsoft Corporation","92,171875","153.0.4234.32","153.0.4234.32","Microsoft Edge WebView2","Microsoft Edge WebView2","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6264","8",,"False","18/09/2026 14:30:30",,"33116",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","32792","32792","21622784","21622784","973096","973096","34299904","34299904","74448896","74448896","2363160969216","928956416","True","Normal","21622784","21622784","4095","1",,"System.Diagnostics.ProcessThreadCollection","515","2362993197056","761184256","False",,,,"32374784","32374784",,"System.Diagnostics.ProcessModule (msedgewebview2.exe)","00:00:44.0625000","00:01:32.1718750","00:00:48.1093750","msedgewebview2","0","","True",,
"msedgewebview2","1","314","2362911154176","33906688","11694080","18536","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\153.0.4234.48\msedgewebview2.exe","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\153.0.4234.48\msedgewebview2.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=fr --service-sandbox-type=none --noerrdialogs --user-data-dir=""C:\Users\david\AppData\LocalLow\Microsoft\PowerToys\MonacoPreview-Temp\EBWebView"" --webview-exe-name=PowerToys.MonacoPreviewHandler.exe --webview-exe-version=0.100.0.0 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --startup-read-main-dll --metrics-shmem-handle=2096,i,12871314534020661100,5054341181526777490,524288 --field-trial-handle=1844,i,1070468248223046462,15197820389670596781,262144 --variations-seed-version --pseudonymization-salt-handle=1880,i,11386268558409331127,2275282745712914006,4 --trace-process-track-uuid=3190708989122997041 --mojo-platform-channel-handle=2108 /prefetch:11 /pfhostedapp:318dc454b39039fd280c529a9621236c76d0d13a","System.Diagnostics.Process (msedgewebview2)","Microsoft Corporation","0,65625","153.0.4234.48","153.0.4234.48","Microsoft Edge WebView2","Microsoft Edge WebView2","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7208","8",,"False","23/09/2026 11:09:29",,"39872",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","18536","18536","11694080","11694080","956088","956088","12222464","12222464","37765120","37765120","2362944258048","712245248","True","Normal","11694080","11694080","4095","1",,"System.Diagnostics.ProcessThreadCollection","314","2362911154176","679141376","False",,,,"33906688","33906688",,"System.Diagnostics.ProcessModule (msedgewebview2.exe)","00:00:00.4062500","00:00:00.6562500","00:00:00.2500000","msedgewebview2","0","","True",,
"msedgewebview2","1","340","3878584557568","72171520","54747136","26328","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\153.0.4234.48\msedgewebview2.exe","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\153.0.4234.48\msedgewebview2.exe"" --type=renderer --noerrdialogs --user-data-dir=""C:\Users\david\AppData\LocalLow\Microsoft\PowerToys\MonacoPreview-Temp\EBWebView"" --webview-exe-name=PowerToys.MonacoPreviewHandler.exe --webview-exe-version=0.100.0.0 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --video-capture-use-gpu-memory-buffer --lang=fr --js-flags --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=22 --js-flags=--ms-user-locale=fr_FR --launch-time-ticks=455588932246 --skip-read-main-dll --metrics-shmem-handle=4684,i,1356741332562669089,10233780824137304265,1048576 --field-trial-handle=1844,i,1070468248223046462,15197820389670596781,262144 --variations-seed-version --pseudonymization-salt-handle=1880,i,11386268558409331127,2275282745712914006,4 --trace-process-track-uuid=3190709006926792172 --mojo-platform-channel-handle=6276 /pfhostedapp:318dc454b39039fd280c529a9621236c76d0d13a /prefetch:1","System.Diagnostics.Process (msedgewebview2)","Microsoft Corporation","1,75","153.0.4234.48","153.0.4234.48","Microsoft Edge WebView2","Microsoft Edge WebView2","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3636","8",,"False","23/09/2026 15:10:16",,"41332",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","26328","26328","54747136","54747136","988616","988616","76333056","76333056","117710848","117710848","3880625217536","-2025218048","True","Normal","54747136","54747136","4095","1",,"System.Diagnostics.ProcessThreadCollection","340","3878584557568","229089280","False",,,,"72171520","72171520",,"System.Diagnostics.ProcessModule (msedgewebview2.exe)","00:00:00.5781250","00:00:01.7500000","00:00:01.1718750","msedgewebview2","0","","True",,
"MsMpEng","0","1073","2204918132736","398766080","478994432","333920",,,,,,,,,,"Process",,,"8",,,,,"7324",".",,,,"333920","333920","478994432","478994432","730080","730080","1399926784","1399926784","1358508032","1358508032","2205782036480","-1831153664",,,"478994432","478994432",,"0",,"System.Diagnostics.ProcessThreadCollection","1073","2204918132736","1599909888","False",,,,"398766080","398766080",,,,,,"MsMpEng","0","","True",,
"NisSrv","0","227","2203443355648","15794176","5939200","12016",,,,,,,,,,"Process",,,"8",,,,,"17808",".",,,,"12016","12016","5939200","5939200","137432","137432","6713344","6713344","17375232","17375232","2203444547584","126324736",,,"5939200","5939200",,"0",,"System.Diagnostics.ProcessThreadCollection","227","2203443355648","125132800","False",,,,"15794176","15794176",,,,,,"NisSrv","0","","True",,
"Notepad","1","1701","2203967819776","116031488","72413184","54848","C:\Program Files\WindowsApps\Microsoft.WindowsNotepad_11.2607.14.0_x64__8wekyb3d8bbwe\Notepad\Notepad.exe","""C:\Program Files\WindowsApps\Microsoft.WindowsNotepad_11.2607.14.0_x64__8wekyb3d8bbwe\Notepad\Notepad.exe"" ","System.Diagnostics.Process (explorer)","Microsoft Corporation","35,828125","11.2607.14.0","11.2607.14.0","Notepad.exe","Notepad","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7384","8",,"False","18/09/2026 08:40:22",,"11448",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","54848","54848","72413184","72413184","1017776","1017776","82219008","82219008","158294016","158294016","2203987451904","669229056","True","Normal","72413184","72413184","4095","1",,"System.Diagnostics.ProcessThreadCollection","1701","2203967819776","649596928","False",,,,"116031488","116031488",,"System.Diagnostics.ProcessModule (Notepad.exe)","00:00:19.9843750","00:00:35.8281250","00:00:15.8437500","Notepad","200450","profile.ps1_old – Bloc-notes","True",,
"Notepad","1","210","2203497779200","16637952","3248128","13336","C:\Program Files\WindowsApps\Microsoft.WindowsNotepad_11.2607.14.0_x64__8wekyb3d8bbwe\Notepad\Notepad.exe","""C:\Program Files\WindowsApps\Microsoft.WindowsNotepad_11.2607.14.0_x64__8wekyb3d8bbwe\Notepad\Notepad.exe"" ""C:\Users\david\Documents\PowerShell\profile.ps1_old""",,"Microsoft Corporation","0,671875","11.2607.14.0","11.2607.14.0","Notepad.exe","Notepad","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7420","8",,"False","23/09/2026 15:02:53",,"29956",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","13336","13336","3248128","3248128","220176","220176","3391488","3391488","18411520","18411520","2203500933120","182710272","True","Normal","3248128","3248128","4095","1",,"System.Diagnostics.ProcessThreadCollection","210","2203497779200","179556352","False",,,,"16637952","16637952",,"System.Diagnostics.ProcessModule (Notepad.exe)","00:00:00.4843750","00:00:00.6718750","00:00:00.1875000","Notepad","0","","True",,
"Notepad","1","210","2203497779200","17231872","3227648","13336","C:\Program Files\WindowsApps\Microsoft.WindowsNotepad_11.2607.14.0_x64__8wekyb3d8bbwe\Notepad\Notepad.exe","""C:\Program Files\WindowsApps\Microsoft.WindowsNotepad_11.2607.14.0_x64__8wekyb3d8bbwe\Notepad\Notepad.exe"" ""D:\OD\OneDrive - DAWAN\Powershell06-26\19-tp.ps1""",,"Microsoft Corporation","3,65625","11.2607.14.0","11.2607.14.0","Notepad.exe","Notepad","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7468","8",,"False","23/09/2026 11:09:33",,"38512",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","13336","13336","3227648","3227648","220160","220160","3371008","3371008","19111936","19111936","2203500933120","182710272","True","Normal","3227648","3227648","4095","1",,"System.Diagnostics.ProcessThreadCollection","210","2203497779200","179556352","False",,,,"17231872","17231872",,"System.Diagnostics.ProcessModule (Notepad.exe)","00:00:03.2031250","00:00:03.6562500","00:00:00.4531250","Notepad","0","","True",,
"NVDisplay.Container","0","481","2203557957632","35069952","32813056","24720",,,,,,,,,,"Process",,,"8",,,,,"3952",".",,,,"24720","24720","32813056","32813056","285376","285376","38612992","38612992","63844352","63844352","2203615535104","297312256",,,"32813056","32813056",,"0",,"System.Diagnostics.ProcessThreadCollection","481","2203557957632","239734784","False",,,,"35069952","35069952",,,,,,"NVDisplay.Container","0","","True",,
"NVDisplay.Container","1","623","2203601076224","39571456","32907264","29768",,,,,,,,,,"Process",,,"8",,,,,"8340",".",,,,"29768","29768","32907264","32907264","379760","379760","59830272","59830272","87670784","87670784","2203633684480","315461632",,,"32907264","32907264",,"1",,"System.Diagnostics.ProcessThreadCollection","623","2203601076224","282853376","False",,,,"39571456","39571456",,,,,,"NVDisplay.Container","0","","True",,
"nvWmi64","0","170","2203410194432","11767808","2879488","11288",,,,,,,,,,"Process",,,"8",,,,,"5116",".",,,,"11288","11288","2879488","2879488","109992","109992","4296704","4296704","17690624","17690624","2203423653888","105431040",,,"2879488","2879488",,"0",,"System.Diagnostics.ProcessThreadCollection","170","2203410194432","91971584","False",,,,"11767808","11767808",,,,,,"nvWmi64","0","","True",,
"nvWmi64","1","218","2203489783808","16867328","6963200","15704",,,,,,,,,,"Process",,,"8",,,,,"9964",".",,,,"15704","15704","6963200","6963200","194832","194832","37429248","37429248","50298880","50298880","2203509104640","190881792",,,"6963200","6963200",,"1",,"System.Diagnostics.ProcessThreadCollection","218","2203489783808","171560960","False",,,,"16867328","16867328",,,,,,"nvWmi64","0","","True",,
"OfficeClickToRun","0","926","2203654189056","74031104","51859456","33264",,,,,,,,,,"Process",,,"8",,,,,"26860",".",,,,"33264","33264","51859456","51859456","435400","435400","86605824","86605824","125743104","125743104","2203681234944","363012096",,,"51859456","51859456",,"0",,"System.Diagnostics.ProcessThreadCollection","926","2203654189056","335966208","False",,,,"74031104","74031104",,,,,,"OfficeClickToRun","0","","True",,
"OneApp.IGCC.WinService","0","539","4991877120","48259072","39804928","33064",,,,,,,,,,"Process",,,"8",,,,,"5604",".",,,,"33064","33064","39804928","39804928","457424","457424","41574400","41574400","64315392","64315392","5054222336","759255040",,,"39804928","39804928",,"0",,"System.Diagnostics.ProcessThreadCollection","539","4991877120","696909824","False",,,,"48259072","48259072",,,,,,"OneApp.IGCC.WinService","0","","True",,
"OneDrive","1","1606","2260311207936","472748032","409362432","103954","C:\Program Files\Microsoft OneDrive\OneDrive.exe","""C:\Program Files\Microsoft OneDrive\OneDrive.exe"" ","System.Diagnostics.Process (explorer)","Microsoft Corporation","2511,453125","26.163.0823.0004","26.163.0823.0004","Microsoft OneDrive","Microsoft OneDrive","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7752","8",,"False","22/09/2026 16:40:41",,"26772",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","103954","103954","409362432","409362432","1320008","1320008","479010816","479010816","537473024","537473024","2260344188928","1191391232","True","Normal","409362432","409362432","4095","1",,"System.Diagnostics.ProcessThreadCollection","1606","2260311207936","1158410240","False",,,,"472748032","472748032",,"System.Diagnostics.ProcessModule (OneDrive.exe)","00:05:47.7031250","00:41:51.4531250","00:36:03.7500000","OneDrive","0","","True",,
"OneDrive.Sync.Service","1","787","2204217282560","118804480","282124288","43320","C:\Program Files\Microsoft OneDrive\26.163.0823.0004\OneDrive.Sync.Service.exe","""C:\Program Files\Microsoft OneDrive\26.163.0823.0004\OneDrive.Sync.Service.exe""",,"Microsoft Corporation","310,5625","26.163.0823.0004","26.163.0823.0004","Microsoft OneDrive Sync Service","Microsoft OneDrive Sync Service","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7372","8",,"False","21/09/2026 11:01:32",,"43344",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","43320","43320","282124288","282124288","513040","513040","607195136","607195136","621178880","621178880","2204334342144","1016119296","True","Normal","282124288","282124288","4095","1",,"System.Diagnostics.ProcessThreadCollection","787","2204217282560","899059712","False",,,,"118804480","118804480",,"System.Diagnostics.ProcessModule (OneDrive.Sync.Service.exe)","00:03:06.7656250","00:05:10.5625000","00:02:03.7968750","OneDrive.Sync.Service","0","","True",,
"OpenConsole","1","151","2203472392192","10559488","2314240","10608","c:\Program Files\Microsoft VS Code\1b6a188127\resources\app\node_modules.asar.unpacked\node-pty\build\Release\conpty\OpenConsole.exe","""c:\Program Files\Microsoft VS Code\1b6a188127\resources\app\node_modules.asar.unpacked\node-pty\build\Release\conpty\OpenConsole.exe"" --headless --width 69 --height 36 --signal 0x48c --server 0x5d0","System.Diagnostics.Process (Code)","Microsoft Corporation","2,203125","1.25.2603.03002","1.25.260303002-preview","Console Window and PTY Host (Open Source)","Windows Terminal","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7764","8",,"False","23/09/2026 12:34:39",,"34500",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","10608","10608","2314240","2314240","211400","211400","2375680","2375680","11780096","11780096","2203474489344","156266496","True","Normal","2314240","2314240","4095","1",,"System.Diagnostics.ProcessThreadCollection","151","2203472392192","154169344","False",,,,"10559488","10559488",,"System.Diagnostics.ProcessModule (OpenConsole.exe)","00:00:01.7187500","00:00:02.2031250","00:00:00.4843750","OpenConsole","0","","True",,
