"Name","SI","Handles","VM","WS","PM","NPM","Path","CommandLine","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","ProcessName","MainWindowHandle","MainWindowTitle","Responding","Site","Container"
"msedgewebview2","1","1313","2414904987648","116822016","41873408","49192","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\153.0.4234.32\msedgewebview2.exe","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\153.0.4234.32\msedgewebview2.exe"" --embedded-browser-webview=1 --webview-exe-name=SearchHost.exe --webview-exe-version=2607.28006.200.0 --user-data-dir=""C:\Users\david\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\LocalState\EBWebView"" --noerrdialogs --disable-features=msSmartScreenProtection --edge-webview-enable-mojo-ipcz --enable-features=msEdgeFluentOverlayScrollbar --user-agent=""Mozilla/5.0 (Windows NT 10.0; Win64; x64; Cortana 1.18.9.23723; 10.0.0.0.26200.9457) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.26200 IsWebView2/True (WebView2Version 153.0.4234.32)"" --lang=fr-FR --mojo-named-platform-channel-pipe=13856.15132.7242432551311480020 /pfhostedapp:0c11d64fc3b48452b7abe0cfa21f04f1448b8801","System.Diagnostics.Process (SearchHost)","Microsoft Corporation","35,953125","153.0.4234.32","153.0.4234.32","Microsoft Edge WebView2","Microsoft Edge WebView2","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6596","8",,"False","18/09/2026 08:38:05",,"15180",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","49192","49192","41873408","41873408","1338208","1338208","44113920","44113920","132083712","132083712","2414979473408","1207853056","True","Normal","41873408","41873408","4095","1",,"System.Diagnostics.ProcessThreadCollection","1313","2414904987648","1133367296","False",,,,"116822016","116822016",,"System.Diagnostics.ProcessModule (msedgewebview2.exe)","00:00:18.3593750","00:00:35.9531250","00:00:17.5937500","msedgewebview2","0","","True",,
"msedgewebview2","1","176","2310879281152","16515072","3002368","10208","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\153.0.4234.32\msedgewebview2.exe","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\153.0.4234.32\msedgewebview2.exe"" --type=crashpad-handler --user-data-dir=C:\Users\david\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\LocalState\EBWebView /prefetch:4 /pfhostedapp:0c11d64fc3b48452b7abe0cfa21f04f1448b8801 --monitor-self-annotation=ptype=crashpad-handler --database=C:\Users\david\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\LocalState\EBWebView\Crashpad --annotation=IsOfficialBuild=1 --annotation=channel= --annotation=chromium-version=153.0.8010.37 ""--annotation=exe=C:\Program Files (x86)\Microsoft\EdgeWebView\Application\153.0.4234.32\msedgewebview2.exe"" --annotation=plat=Win64 ""--annotation=prod=Edge WebView2"" --annotation=ver=153.0.4234.32 --initial-client-data=0x16c,0x170,0x174,0x148,0x17c,0x7ffa066e3360,0x7ffa066e3370,0x7ffa066e3380","System.Diagnostics.Process (msedgewebview2)","Microsoft Corporation","0,828125","153.0.4234.32","153.0.4234.32","Microsoft Edge WebView2","Microsoft Edge WebView2","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6984","8",,"False","18/09/2026 08:38:05",,"15244",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","10208","10208","3002368","3002368","138328","138328","3506176","3506176","18882560","18882560","2310946611200","254205952","True","Normal","3002368","3002368","4095","1",,"System.Diagnostics.ProcessThreadCollection","176","2310879281152","186875904","False",,,,"16515072","16515072",,"System.Diagnostics.ProcessModule (msedgewebview2.exe)","00:00:00.4687500","00:00:00.8281250","00:00:00.3593750","msedgewebview2","0","","True",,
"msedgewebview2","1","491","2363131338752","57872384","39321600","21832","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\153.0.4234.32\msedgewebview2.exe","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\153.0.4234.32\msedgewebview2.exe"" --type=gpu-process --noerrdialogs --user-agent=""Mozilla/5.0 (Windows NT 10.0; Win64; x64; Cortana 1.18.9.23723; 10.0.0.0.26200.9457) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.26200 IsWebView2/True (WebView2Version 153.0.4234.32)"" --user-data-dir=""C:\Users\david\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\LocalState\EBWebView"" --webview-exe-name=SearchHost.exe --webview-exe-version=2607.28006.200.0 --embedded-browser-webview=1 --gpu-preferences=WAAAAAAAAADgAAAEAAAAAAAAAAAAAGAAQAAAAAAAAAADAAAAAAAAADgAAAAAAAAAAAAAAAAAAAACAAAAAAAAAAAAAAAAAAAAKAAAAAAAAAAoAAAAAAAAAAgAAAAAAAAAEAAAAAIAAAABAAAAAAAAAAgAAAAAAAAACAAAAAAAAAA= --always-read-main-dll --metrics-shmem-handle=1704,i,4721468669549321762,6678271528223882162,262144 --field-trial-handle=1880,i,6292145211242189548,7854097707551550151,262144 --enable-features=msEdgeFluentOverlayScrollbar --disable-features=msSmartScreenProtection --variations-seed-version --pseudonymization-salt-handle=1884,i,11158004461896191660,8223269761006088400,4 --trace-process-track-uuid=3190708988185955192 --mojo-platform-channel-handle=1860 /prefetch:2 /pfhostedapp:0c11d64fc3b48452b7abe0cfa21f04f1448b8801","System.Diagnostics.Process (msedgewebview2)","Microsoft Corporation","4,25","153.0.4234.32","153.0.4234.32","Microsoft Edge WebView2","Microsoft Edge WebView2","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5856","10",,"False","18/09/2026 08:38:06",,"16036",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","21832","21832","39321600","39321600","1218504","1218504","59994112","59994112","90714112","90714112","2363238297600","1006284800","True","AboveNormal","39321600","39321600","4095","1",,"System.Diagnostics.ProcessThreadCollection","491","2363131338752","899325952","False",,,,"57872384","57872384",,"System.Diagnostics.ProcessModule (msedgewebview2.exe)","00:00:01.7500000","00:00:04.2500000","00:00:02.5000000","msedgewebview2","0","","True",,
"msedgewebview2","1","396","2362956865536","44875776","14352384","21496","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\153.0.4234.32\msedgewebview2.exe","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\153.0.4234.32\msedgewebview2.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=fr --service-sandbox-type=none --noerrdialogs --user-agent=""Mozilla/5.0 (Windows NT 10.0; Win64; x64; Cortana 1.18.9.23723; 10.0.0.0.26200.9457) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.26200 IsWebView2/True (WebView2Version 153.0.4234.32)"" --user-data-dir=""C:\Users\david\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\LocalState\EBWebView"" --webview-exe-name=SearchHost.exe --webview-exe-version=2607.28006.200.0 --embedded-browser-webview=1 --always-read-main-dll --metrics-shmem-handle=1952,i,5685710102130757075,13828799734173245966,524288 --field-trial-handle=1880,i,6292145211242189548,7854097707551550151,262144 --enable-features=msEdgeFluentOverlayScrollbar --disable-features=msSmartScreenProtection --variations-seed-version --pseudonymization-salt-handle=1884,i,11158004461896191660,8223269761006088400,4 --trace-process-track-uuid=3190708989122997041 --mojo-platform-channel-handle=2200 /prefetch:11 /pfhostedapp:0c11d64fc3b48452b7abe0cfa21f04f1448b8801","System.Diagnostics.Process (msedgewebview2)","Microsoft Corporation","9,671875","153.0.4234.32","153.0.4234.32","Microsoft Edge WebView2","Microsoft Edge WebView2","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6304","8",,"False","18/09/2026 08:38:06",,"16048",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","21496","21496","14352384","14352384","965672","965672","15364096","15364096","47788032","47788032","2362986237952","754225152","True","Normal","14352384","14352384","4095","1",,"System.Diagnostics.ProcessThreadCollection","396","2362956865536","724852736","False",,,,"44875776","44875776",,"System.Diagnostics.ProcessModule (msedgewebview2.exe)","00:00:05.6718750","00:00:09.6718750","00:00:04","msedgewebview2","0","","True",,
"msedgewebview2","1","184","2362805178368","21655552","8278016","10616","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\153.0.4234.32\msedgewebview2.exe","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\153.0.4234.32\msedgewebview2.exe"" --type=utility --utility-sub-type=storage.mojom.StorageService --lang=fr --service-sandbox-type=service --noerrdialogs --user-agent=""Mozilla/5.0 (Windows NT 10.0; Win64; x64; Cortana 1.18.9.23723; 10.0.0.0.26200.9457) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.26200 IsWebView2/True (WebView2Version 153.0.4234.32)"" --user-data-dir=""C:\Users\david\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\LocalState\EBWebView"" --webview-exe-name=SearchHost.exe --webview-exe-version=2607.28006.200.0 --embedded-browser-webview=1 --always-read-main-dll --metrics-shmem-handle=2564,i,2245661291828496232,16786940632348594242,524288 --field-trial-handle=1880,i,6292145211242189548,7854097707551550151,262144 --enable-features=msEdgeFluentOverlayScrollbar --disable-features=msSmartScreenProtection --variations-seed-version --pseudonymization-salt-handle=1884,i,11158004461896191660,8223269761006088400,4 --trace-process-track-uuid=3190708990060038890 --mojo-platform-channel-handle=2476 /prefetch:13 /pfhostedapp:0c11d64fc3b48452b7abe0cfa21f04f1448b8801","System.Diagnostics.Process (msedgewebview2)","Microsoft Corporation","0,671875","153.0.4234.32","153.0.4234.32","Microsoft Edge WebView2","Microsoft Edge WebView2","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6480","8",,"False","18/09/2026 08:38:06",,"16156",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","10616","10616","8278016","8278016","868488","868488","11538432","11538432","22573056","22573056","2362821955584","589942784","True","Normal","8278016","8278016","4095","1",,"System.Diagnostics.ProcessThreadCollection","184","2362805178368","573165568","False",,,,"21655552","21655552",,"System.Diagnostics.ProcessModule (msedgewebview2.exe)","00:00:00.2812500","00:00:00.6718750","00:00:00.3906250","msedgewebview2","0","","True",,
"msedgewebview2","1","341","3882578374656","79171584","86024192","30928","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\153.0.4234.32\msedgewebview2.exe","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\153.0.4234.32\msedgewebview2.exe"" --type=renderer --noerrdialogs --user-agent=""Mozilla/5.0 (Windows NT 10.0; Win64; x64; Cortana 1.18.9.23723; 10.0.0.0.26200.9457) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.26200 IsWebView2/True (WebView2Version 153.0.4234.32)"" --user-data-dir=""C:\Users\david\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\LocalState\EBWebView"" --webview-exe-name=SearchHost.exe --webview-exe-version=2607.28006.200.0 --embedded-browser-webview=1 --video-capture-use-gpu-memory-buffer --lang=fr --js-flags --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=5 --js-flags=--ms-user-locale=fr_FR --launch-time-ticks=32706299 --always-read-main-dll --metrics-shmem-handle=2280,i,1128151872824108232,3631419821019300303,1048576 --field-trial-handle=1880,i,6292145211242189548,7854097707551550151,262144 --enable-features=msEdgeFluentOverlayScrollbar --disable-features=msSmartScreenProtection --variations-seed-version --pseudonymization-salt-handle=1884,i,11158004461896191660,8223269761006088400,4 --trace-process-track-uuid=3190708990997080739 --mojo-platform-channel-handle=4084 /pfhostedapp:0c11d64fc3b48452b7abe0cfa21f04f1448b8801 /prefetch:1","System.Diagnostics.Process (msedgewebview2)","Microsoft Corporation","21,015625","153.0.4234.32","153.0.4234.32","Microsoft Edge WebView2","Microsoft Edge WebView2","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6328","4",,"False","18/09/2026 08:38:06",,"16272",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","30928","30928","86024192","86024192","930480","930480","103555072","103555072","134991872","134991872","3884600094720","1949659136","True","Idle","86024192","86024192","4095","1",,"System.Diagnostics.ProcessThreadCollection","341","3882578374656","-72060928","False",,,,"79171584","79171584",,"System.Diagnostics.ProcessModule (msedgewebview2.exe)","00:00:05.1406250","00:00:21.0156250","00:00:15.8750000","msedgewebview2","0","","True",,
"msedgewebview2","1","289","3878514266112","39063552","50847744","22032","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\153.0.4234.32\msedgewebview2.exe","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\153.0.4234.32\msedgewebview2.exe"" --type=renderer --noerrdialogs --user-data-dir=""C:\Users\david\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView"" --webview-exe-name=ms-teams.exe --webview-exe-version=26225.1806.5074.1452 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --autoplay-policy=no-user-gesture-required --disable-background-timer-throttling --enable-blink-features=IndexedDbGetAllRecords --video-capture-use-gpu-memory-buffer --lang=fr --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=8 --js-flags=""--stack-trace-limit=50 --ms-user-locale=fr-FR"" --launch-time-ticks=21184468199 --skip-read-main-dll --metrics-shmem-handle=6276,i,9461471936779642590,1996617893891309721,1048576 --field-trial-handle=1884,i,5013406826250069030,14542893194802356151,262144 --enable-features=AutofillReplaceCachedWebElementsByRendererIds,DocumentPolicyIncludeJSCallStacksInCrashReports,PartitionedCookies,PreferredAudioOutputDevices,SharedArrayBuffer,ThirdPartyStoragePartitioning,msAbydos,msAbydosGestureSupport,msAbydosHandwritingAttr,msPageInteractionManagerWebview2,msSingleSignOnOSForPrimaryAccountIsShared,msWebView2EnableDraggableRegions,msWebView2GranularProcessFailedReason,msWebView2SetUserAgentOverrideOnIframes,msWebView2TerminateServiceWorkerWhenIdleIgnoringCdpSessions,msWebView2TextureStream --disable-features=BlockCrossPartitionBlobUrlFetching,BreakoutBoxPreferCaptureTimestampInVideoFrames,UseTerminationStatusMemoryExhaustion,msEnhancedTrackingPreventionEnabled,msWebOOUI --variations-seed-version --pseudonymization-salt-handle=1920,i,2587057551334261761,10874569672711866501,4 --trace-process-track-uuid=3190708993808206286 --mojo-platform-channel-handle=7252 /pfhostedapp:48e0f1a76e12e0890142e42a1f05deae6643afb3 /prefetch:1","System.Diagnostics.Process (msedgewebview2)","Microsoft Corporation","15,765625","153.0.4234.32","153.0.4234.32","Microsoft Edge WebView2","Microsoft Edge WebView2","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6660","4",,"False","18/09/2026 14:30:39",,"22092",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","22032","22032","50847744","50847744","928928","928928","59547648","59547648","92844032","92844032","3878547820544","192352256","True","Idle","50847744","50847744","4095","1",,"System.Diagnostics.ProcessThreadCollection","289","3878514266112","158797824","False",,,,"39063552","39063552",,"System.Diagnostics.ProcessModule (msedgewebview2.exe)","00:00:04.9375000","00:00:15.7656250","00:00:10.8281250","msedgewebview2","0","","True",,
"msedgewebview2","1","404","3882616225792","204808192","338837504","50328","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\153.0.4234.32\msedgewebview2.exe","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\153.0.4234.32\msedgewebview2.exe"" --type=renderer --noerrdialogs --user-data-dir=""C:\Users\david\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView"" --webview-exe-name=ms-teams.exe --webview-exe-version=26225.1806.5074.1452 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --autoplay-policy=no-user-gesture-required --disable-background-timer-throttling --enable-blink-features=IndexedDbGetAllRecords --video-capture-use-gpu-memory-buffer --lang=fr --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=20 --js-flags=""--stack-trace-limit=50 --ms-user-locale=fr-FR"" --launch-time-ticks=29358772338 --ssd-no-pressure-read-main-dll --metrics-shmem-handle=3556,i,13073909062396829666,11305318852872723860,1048576 --field-trial-handle=1884,i,5013406826250069030,14542893194802356151,262144 --enable-features=AutofillReplaceCachedWebElementsByRendererIds,DocumentPolicyIncludeJSCallStacksInCrashReports,PartitionedCookies,PreferredAudioOutputDevices,SharedArrayBuffer,ThirdPartyStoragePartitioning,msAbydos,msAbydosGestureSupport,msAbydosHandwritingAttr,msPageInteractionManagerWebview2,msSingleSignOnOSForPrimaryAccountIsShared,msWebView2EnableDraggableRegions,msWebView2GranularProcessFailedReason,msWebView2SetUserAgentOverrideOnIframes,msWebView2TerminateServiceWorkerWhenIdleIgnoringCdpSessions,msWebView2TextureStream --disable-features=BlockCrossPartitionBlobUrlFetching,BreakoutBoxPreferCaptureTimestampInVideoFrames,UseTerminationStatusMemoryExhaustion,msEnhancedTrackingPreventionEnabled,msWebOOUI --variations-seed-version --pseudonymization-salt-handle=1920,i,2587057551334261761,10874569672711866501,4 --trace-process-track-uuid=3190709005052708474 --mojo-platform-channel-handle=8404 /pfhostedapp:48e0f1a76e12e0890142e42a1f05deae6643afb3 /prefetch:1","System.Diagnostics.Process (msedgewebview2)","Microsoft Corporation","321,40625","153.0.4234.32","153.0.4234.32","Microsoft Edge WebView2","Microsoft Edge WebView2","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3212","8",,"False","18/09/2026 16:46:54",,"24360",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","50328","50328","338837504","338837504","973848","973848","548626432","548626432","613777408","613777408","3886744469504","-200933376","True","Normal","338837504","338837504","4095","1",,"System.Diagnostics.ProcessThreadCollection","404","3882616225792","-34209792","False",,,,"204808192","204808192",,"System.Diagnostics.ProcessModule (msedgewebview2.exe)","00:01:07.4218750","00:05:21.4062500","00:04:13.9843750","msedgewebview2","0","","True",,
"msedgewebview2","1","247","2362840965120","10575872","8974336","15576","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\153.0.4234.32\msedgewebview2.exe","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\153.0.4234.32\msedgewebview2.exe"" --type=utility --utility-sub-type=audio.mojom.AudioService --lang=fr --service-sandbox-type=audio --video-capture-use-gpu-memory-buffer --noerrdialogs --user-data-dir=""C:\Users\david\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView"" --webview-exe-name=ms-teams.exe --webview-exe-version=26225.1806.5074.1452 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --skip-read-main-dll --metrics-shmem-handle=7976,i,37719450492761014,7011837191665270282,524288 --field-trial-handle=1884,i,5013406826250069030,14542893194802356151,262144 --enable-features=AutofillReplaceCachedWebElementsByRendererIds,DocumentPolicyIncludeJSCallStacksInCrashReports,PartitionedCookies,PreferredAudioOutputDevices,SharedArrayBuffer,ThirdPartyStoragePartitioning,msAbydos,msAbydosGestureSupport,msAbydosHandwritingAttr,msPageInteractionManagerWebview2,msSingleSignOnOSForPrimaryAccountIsShared,msWebView2EnableDraggableRegions,msWebView2GranularProcessFailedReason,msWebView2SetUserAgentOverrideOnIframes,msWebView2TerminateServiceWorkerWhenIdleIgnoringCdpSessions,msWebView2TextureStream --disable-features=BlockCrossPartitionBlobUrlFetching,BreakoutBoxPreferCaptureTimestampInVideoFrames,UseTerminationStatusMemoryExhaustion,msEnhancedTrackingPreventionEnabled,msWebOOUI --variations-seed-version --pseudonymization-salt-handle=1920,i,2587057551334261761,10874569672711866501,4 --trace-process-track-uuid=3190708996619331833 --mojo-platform-channel-handle=7988 /prefetch:12 /pfhostedapp:48e0f1a76e12e0890142e42a1f05deae6643afb3","System.Diagnostics.Process (msedgewebview2)","Microsoft Corporation","13,71875","153.0.4234.32","153.0.4234.32","Microsoft Edge WebView2","Microsoft Edge WebView2","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6960","8",,"False","18/09/2026 14:30:46",,"27548",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","15576","15576","8974336","8974336","928872","928872","9416704","9416704","28835840","28835840","2362857775104","625762304","True","Normal","8974336","8974336","4095","1",,"System.Diagnostics.ProcessThreadCollection","247","2362840965120","608952320","False",,,,"10575872","10575872",,"System.Diagnostics.ProcessModule (msedgewebview2.exe)","00:00:09.5156250","00:00:13.7187500","00:00:04.2031250","msedgewebview2","0","","True",,
"msedgewebview2","1","179","2310877687808","12439552","2895872","10888","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\153.0.4234.48\msedgewebview2.exe","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\153.0.4234.48\msedgewebview2.exe"" --type=crashpad-handler --user-data-dir=C:\Users\david\AppData\LocalLow\Microsoft\PowerToys\MonacoPreview-Temp\EBWebView /prefetch:4 /pfhostedapp:318dc454b39039fd280c529a9621236c76d0d13a --monitor-self-annotation=ptype=crashpad-handler --database=C:\Users\david\AppData\LocalLow\Microsoft\PowerToys\MonacoPreview-Temp\EBWebView\Crashpad --annotation=IsOfficialBuild=1 --annotation=channel= --annotation=chromium-version=153.0.8010.53 ""--annotation=exe=C:\Program Files (x86)\Microsoft\EdgeWebView\Application\153.0.4234.48\msedgewebview2.exe"" --annotation=plat=Win64 ""--annotation=prod=Edge WebView2"" --annotation=ver=153.0.4234.48 --initial-client-data=0x178,0x17c,0x180,0x154,0x188,0x7ff935d13360,0x7ff935d13370,0x7ff935d13380","System.Diagnostics.Process (msedgewebview2)","Microsoft Corporation","0,15625","153.0.4234.48","153.0.4234.48","Microsoft Edge WebView2","Microsoft Edge WebView2","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3132","8",,"False","23/09/2026 11:09:28",,"28060",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","10888","10888","2895872","2895872","135168","135168","3424256","3424256","18841600","18841600","2310928367616","235962368","True","Normal","2895872","2895872","4095","1",,"System.Diagnostics.ProcessThreadCollection","179","2310877687808","185282560","False",,,,"12439552","12439552",,"System.Diagnostics.ProcessModule (msedgewebview2.exe)","00:00:00.0781250","00:00:00.1562500","00:00:00.0781250","msedgewebview2","0","","True",,
"msedgewebview2","1","916","2363877629952","112943104","327651328","58208","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\153.0.4234.32\msedgewebview2.exe","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\153.0.4234.32\msedgewebview2.exe"" --type=gpu-process --gpu-watchdog-timeout-seconds=60 --noerrdialogs --user-data-dir=""C:\Users\david\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView"" --webview-exe-name=ms-teams.exe --webview-exe-version=26225.1806.5074.1452 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --gpu-preferences=WAAAAAAAAADgAAAEAAAAAAAAAAAAAGAAQAAAAAAAAAADAAAAAAAAADgAAAAAAAAAAAAAAAAAAAACAAAAAAAAAAAAAAAAAAAAKAAAAAAAAAAoAAAAAAAAAAgAAAAAAAAAEAAAAAIAAAABAAAAAAAAAAgAAAAAAAAACAAAAAAAAAA= --startup-read-main-dll --metrics-shmem-handle=1820,i,10910494388001915272,17258298921665102328,262144 --field-trial-handle=1884,i,5013406826250069030,14542893194802356151,262144 --enable-features=AutofillReplaceCachedWebElementsByRendererIds,DocumentPolicyIncludeJSCallStacksInCrashReports,PartitionedCookies,PreferredAudioOutputDevices,SharedArrayBuffer,ThirdPartyStoragePartitioning,msAbydos,msAbydosGestureSupport,msAbydosHandwritingAttr,msPageInteractionManagerWebview2,msSingleSignOnOSForPrimaryAccountIsShared,msWebView2EnableDraggableRegions,msWebView2GranularProcessFailedReason,msWebView2SetUserAgentOverrideOnIframes,msWebView2TerminateServiceWorkerWhenIdleIgnoringCdpSessions,msWebView2TextureStream --disable-features=BlockCrossPartitionBlobUrlFetching,BreakoutBoxPreferCaptureTimestampInVideoFrames,UseTerminationStatusMemoryExhaustion,msEnhancedTrackingPreventionEnabled,msWebOOUI --variations-seed-version --pseudonymization-salt-handle=1920,i,2587057551334261761,10874569672711866501,4 --trace-process-track-uuid=3190708988185955192 --mojo-platform-channel-handle=1864 /prefetch:2 /pfhostedapp:48e0f1a76e12e0890142e42a1f05deae6643afb3","System.Diagnostics.Process (msedgewebview2)","Microsoft Corporation","2706,6875","153.0.4234.32","153.0.4234.32","Microsoft Edge WebView2","Microsoft Edge WebView2","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6528","10",,"False","18/09/2026 14:30:30",,"28384",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","58208","58208","327651328","327651328","1781264","1781264","609718272","609718272","293421056","293421056","2364018556928","1786544128","True","AboveNormal","327651328","327651328","4095","1",,"System.Diagnostics.ProcessThreadCollection","916","2363877629952","1645617152","False",,,,"112943104","112943104",,"System.Diagnostics.ProcessModule (msedgewebview2.exe)","00:13:57.0625000","00:45:06.6875000","00:31:09.6250000","msedgewebview2","0","","True",,
